Strategy Combination,Final Scores,Final Ranking
"{'A': ('B', 'C', 'D'), 'B': ('C', 'A', 'D'), 'C': ('D', 'A', 'B'), 'D': ('B', 'A', 'C')}","{'A': 30, 'B': -7, 'C': 6, 'D': -1}","[('A', 30), ('C', 6), ('D', -1), ('B', -7)]"
"{'A': ('B', 'C', 'D'), 'B': ('C', 'A', 'D'), 'C': ('D', 'A', 'B'), 'D': ('B', 'C', 'A')}","{'A': 25, 'B': -7, 'C': 11, 'D': -1}","[('A', 25), ('C', 11), ('D', -1), ('B', -7)]"
"{'A': ('B', 'C', 'D'), 'B': ('C', 'A', 'D'), 'C': ('D', 'A', 'B'), 'D': ('C', 'A', 'B')}","{'A': 30, 'B': 3, 'C': -4, 'D': -1}","[('A', 30), ('B', 3), ('D', -1), ('C', -4)]"
"{'A': ('B', 'C', 'D'), 'B': ('C', 'A', 'D'), 'C': ('D', 'A', 'B'), 'D': ('C', 'B', 'A')}","{'A': 25, 'B': 8, 'C': -4, 'D': -1}","[('A', 25), ('B', 8), ('D', -1), ('C', -4)]"
"{'A': ('B', 'C', 'D'), 'B': ('C', 'A', 'D'), 'C': ('D', 'B', 'A'), 'D': ('A', 'B', 'C')}","{'A': 10, 'B': 13, 'C': 6, 'D': -1}","[('B', 13), ('A', 10), ('C', 6), ('D', -1)]"
"{'A': ('B', 'C', 'D'), 'B': ('C', 'A', 'D'), 'C': ('D', 'B', 'A'), 'D': ('A', 'C', 'B')}","{'A': 10, 'B': 8, 'C': 11, 'D': -1}","[('C', 11), ('A', 10), ('B', 8), ('D', -1)]"
"{'A': ('B', 'C', 'D'), 'B': ('C', 'A', 'D'), 'C': ('D', 'B', 'A'), 'D': ('B', 'A', 'C')}","{'A': 25, 'B': -2, 'C': 6, 'D': -1}","[('A', 25), ('C', 6), ('D', -1), ('B', -2)]"
"{'A': ('B', 'C', 'D'), 'B': ('C', 'A', 'D'), 'C': ('D', 'B', 'A'), 'D': ('B', 'C', 'A')}","{'A': 20, 'B': -2, 'C': 11, 'D': -1}","[('A', 20), ('C', 11), ('D', -1), ('B', -2)]"
"{'A': ('B', 'C', 'D'), 'B': ('C', 'A', 'D'), 'C': ('D', 'B', 'A'), 'D': ('C', 'A', 'B')}","{'A': 25, 'B': 8, 'C': -4, 'D': -1}","[('A', 25), ('B', 8), ('D', -1), ('C', -4)]"
"{'A': ('B', 'C', 'D'), 'B': ('C', 'A', 'D'), 'C': ('D', 'B', 'A'), 'D': ('C', 'B', 'A')}","{'A': 20, 'B': 13, 'C': -4, 'D': -1}","[('A', 20), ('B', 13), ('D', -1), ('C', -4)]"
"{'A': ('B', 'C', 'D'), 'B': ('C', 'D', 'A'), 'C': ('A', 'B', 'D'), 'D': ('A', 'B', 'C')}","{'A': -5, 'B': 13, 'C': 6, 'D': 14}","[('D', 14), ('B', 13), ('C', 6), ('A', -5)]"
"{'A': ('B', 'C', 'D'), 'B': ('C', 'D', 'A'), 'C': ('A', 'B', 'D'), 'D': ('A', 'C', 'B')}","{'A': -5, 'B': 8, 'C': 11, 'D': 14}","[('D', 14), ('C', 11), ('B', 8), ('A', -5)]"
"{'A': ('B', 'C', 'D'), 'B': ('C', 'D', 'A'), 'C': ('A', 'B', 'D'), 'D': ('B', 'A', 'C')}","{'A': 10, 'B': -2, 'C': 6, 'D': 14}","[('D', 14), ('A', 10), ('C', 6), ('B', -2)]"
"{'A': ('B', 'C', 'D'), 'B': ('C', 'D', 'A'), 'C': ('A', 'B', 'D'), 'D': ('B', 'C', 'A')}","{'A': 5, 'B': -2, 'C': 11, 'D': 14}","[('D', 14), ('C', 11), ('A', 5), ('B', -2)]"
"{'A': ('B', 'C', 'D'), 'B': ('C', 'D', 'A'), 'C': ('A', 'B', 'D'), 'D': ('C', 'A', 'B')}","{'A': 10, 'B': 8, 'C': -4, 'D': 14}","[('D', 14), ('A', 10), ('B', 8), ('C', -4)]"
"{'A': ('B', 'C', 'D'), 'B': ('C', 'D', 'A'), 'C': ('A', 'B', 'D'), 'D': ('C', 'B', 'A')}","{'A': 5, 'B': 13, 'C': -4, 'D': 14}","[('D', 14), ('B', 13), ('A', 5), ('C', -4)]"
"{'A': ('B', 'C', 'D'), 'B': ('C', 'D', 'A'), 'C': ('A', 'D', 'B'), 'D': ('A', 'B', 'C')}","{'A': -5, 'B': 8, 'C': 6, 'D': 19}","[('D', 19), ('B', 8), ('C', 6), ('A', -5)]"
"{'A': ('B', 'C', 'D'), 'B': ('C', 'D', 'A'), 'C': ('A', 'D', 'B'), 'D': ('A', 'C', 'B')}","{'A': -5, 'B': 3, 'C': 11, 'D': 19}","[('D', 19), ('C', 11), ('B', 3), ('A', -5)]"
"{'A': ('B', 'C', 'D'), 'B': ('C', 'D', 'A'), 'C': ('A', 'D', 'B'), 'D': ('B', 'A', 'C')}","{'A': 10, 'B': -7, 'C': 6, 'D': 19}","[('D', 19), ('A', 10), ('C', 6), ('B', -7)]"
"{'A': ('B', 'C', 'D'), 'B': ('C', 'D', 'A'), 'C': ('A', 'D', 'B'), 'D': ('B', 'C', 'A')}","{'A': 5, 'B': -7, 'C': 11, 'D': 19}","[('D', 19), ('C', 11), ('A', 5), ('B', -7)]"
"{'A': ('B', 'C', 'D'), 'B': ('C', 'D', 'A'), 'C': ('A', 'D', 'B'), 'D': ('C', 'A', 'B')}","{'A': 10, 'B': 3, 'C': -4, 'D': 19}","[('D', 19), ('A', 10), ('B', 3), ('C', -4)]"
"{'A': ('B', 'C', 'D'), 'B': ('C', 'D', 'A'), 'C': ('A', 'D', 'B'), 'D': ('C', 'B', 'A')}","{'A': 5, 'B': 8, 'C': -4, 'D': 19}","[('D', 19), ('B', 8), ('A', 5), ('C', -4)]"
"{'A': ('B', 'C', 'D'), 'B': ('C', 'D', 'A'), 'C': ('B', 'A', 'D'), 'D': ('A', 'B', 'C')}","{'A': 10, 'B': -2, 'C': 6, 'D': 14}","[('D', 14), ('A', 10), ('C', 6), ('B', -2)]"
"{'A': ('B', 'C', 'D'), 'B': ('C', 'D', 'A'), 'C': ('B', 'A', 'D'), 'D': ('A', 'C', 'B')}","{'A': 10, 'B': -7, 'C': 11, 'D': 14}","[('D', 14), ('C', 11), ('A', 10), ('B', -7)]"
"{'A': ('B', 'C', 'D'), 'B': ('C', 'D', 'A'), 'C': ('B', 'A', 'D'), 'D': ('B', 'A', 'C')}","{'A': 25, 'B': -17, 'C': 6, 'D': 14}","[('A', 25), ('D', 14), ('C', 6), ('B', -17)]"
"{'A': ('B', 'C', 'D'), 'B': ('C', 'D', 'A'), 'C': ('B', 'A', 'D'), 'D': ('B', 'C', 'A')}","{'A': 20, 'B': -17, 'C': 11, 'D': 14}","[('A', 20), ('D', 14), ('C', 11), ('B', -17)]"
"{'A': ('B', 'C', 'D'), 'B': ('C', 'D', 'A'), 'C': ('B', 'A', 'D'), 'D': ('C', 'A', 'B')}","{'A': 25, 'B': -7, 'C': -4, 'D': 14}","[('A', 25), ('D', 14), ('C', -4), ('B', -7)]"
"{'A': ('B', 'C', 'D'), 'B': ('C', 'D', 'A'), 'C': ('B', 'A', 'D'), 'D': ('C', 'B', 'A')}","{'A': 20, 'B': -2, 'C': -4, 'D': 14}","[('A', 20), ('D', 14), ('B', -2), ('C', -4)]"
"{'A': ('B', 'C', 'D'), 'B': ('C', 'D', 'A'), 'C': ('B', 'D', 'A'), 'D': ('A', 'B', 'C')}","{'A': 5, 'B': -2, 'C': 6, 'D': 19}","[('D', 19), ('C', 6), ('A', 5), ('B', -2)]"
"{'A': ('B', 'C', 'D'), 'B': ('C', 'D', 'A'), 'C': ('B', 'D', 'A'), 'D': ('A', 'C', 'B')}","{'A': 5, 'B': -7, 'C': 11, 'D': 19}","[('D', 19), ('C', 11), ('A', 5), ('B', -7)]"
"{'A': ('B', 'C', 'D'), 'B': ('C', 'D', 'A'), 'C': ('B', 'D', 'A'), 'D': ('B', 'A', 'C')}","{'A': 20, 'B': -17, 'C': 6, 'D': 19}","[('A', 20), ('D', 19), ('C', 6), ('B', -17)]"
"{'A': ('B', 'C', 'D'), 'B': ('C', 'D', 'A'), 'C': ('B', 'D', 'A'), 'D': ('B', 'C', 'A')}","{'A': 15, 'B': -17, 'C': 11, 'D': 19}","[('D', 19), ('A', 15), ('C', 11), ('B', -17)]"
"{'A': ('B', 'C', 'D'), 'B': ('C', 'D', 'A'), 'C': ('B', 'D', 'A'), 'D': ('C', 'A', 'B')}","{'A': 20, 'B': -7, 'C': -4, 'D': 19}","[('A', 20), ('D', 19), ('C', -4), ('B', -7)]"
"{'A': ('B', 'C', 'D'), 'B': ('C', 'D', 'A'), 'C': ('B', 'D', 'A'), 'D': ('C', 'B', 'A')}","{'A': 15, 'B': -2, 'C': -4, 'D': 19}","[('D', 19), ('A', 15), ('B', -2), ('C', -4)]"
"{'A': ('B', 'C', 'D'), 'B': ('C', 'D', 'A'), 'C': ('D', 'A', 'B'), 'D': ('A', 'B', 'C')}","{'A': 10, 'B': 8, 'C': 6, 'D': 4}","[('A', 10), ('B', 8), ('C', 6), ('D', 4)]"
"{'A': ('B', 'C', 'D'), 'B': ('C', 'D', 'A'), 'C': ('D', 'A', 'B'), 'D': ('A', 'C', 'B')}","{'A': 10, 'B': 3, 'C': 11, 'D': 4}","[('C', 11), ('A', 10), ('D', 4), ('B', 3)]"
"{'A': ('B', 'C', 'D'), 'B': ('C', 'D', 'A'), 'C': ('D', 'A', 'B'), 'D': ('B', 'A', 'C')}","{'A': 25, 'B': -7, 'C': 6, 'D': 4}","[('A', 25), ('C', 6), ('D', 4), ('B', -7)]"
"{'A': ('B', 'C', 'D'), 'B': ('C', 'D', 'A'), 'C': ('D', 'A', 'B'), 'D': ('B', 'C', 'A')}","{'A': 20, 'B': -7, 'C': 11, 'D': 4}","[('A', 20), ('C', 11), ('D', 4), ('B', -7)]"
"{'A': ('B', 'C', 'D'), 'B': ('C', 'D', 'A'), 'C': ('D', 'A', 'B'), 'D': ('C', 'A', 'B')}","{'A': 25, 'B': 3, 'C': -4, 'D': 4}","[('A', 25), ('D', 4), ('B', 3), ('C', -4)]"
"{'A': ('B', 'C', 'D'), 'B': ('C', 'D', 'A'), 'C': ('D', 'A', 'B'), 'D': ('C', 'B', 'A')}","{'A': 20, 'B': 8, 'C': -4, 'D': 4}","[('A', 20), ('B', 8), ('D', 4), ('C', -4)]"
"{'A': ('B', 'C', 'D'), 'B': ('C', 'D', 'A'), 'C': ('D', 'B', 'A'), 'D': ('A', 'B', 'C')}","{'A': 5, 'B': 13, 'C': 6, 'D': 4}","[('B', 13), ('C', 6), ('A', 5), ('D', 4)]"
"{'A': ('B', 'C', 'D'), 'B': ('C', 'D', 'A'), 'C': ('D', 'B', 'A'), 'D': ('A', 'C', 'B')}","{'A': 5, 'B': 8, 'C': 11, 'D': 4}","[('C', 11), ('B', 8), ('A', 5), ('D', 4)]"
"{'A': ('B', 'C', 'D'), 'B': ('C', 'D', 'A'), 'C': ('D', 'B', 'A'), 'D': ('B', 'A', 'C')}","{'A': 20, 'B': -2, 'C': 6, 'D': 4}","[('A', 20), ('C', 6), ('D', 4), ('B', -2)]"
"{'A': ('B', 'C', 'D'), 'B': ('C', 'D', 'A'), 'C': ('D', 'B', 'A'), 'D': ('B', 'C', 'A')}","{'A': 15, 'B': -2, 'C': 11, 'D': 4}","[('A', 15), ('C', 11), ('D', 4), ('B', -2)]"
"{'A': ('B', 'C', 'D'), 'B': ('C', 'D', 'A'), 'C': ('D', 'B', 'A'), 'D': ('C', 'A', 'B')}","{'A': 20, 'B': 8, 'C': -4, 'D': 4}","[('A', 20), ('B', 8), ('D', 4), ('C', -4)]"
"{'A': ('B', 'C', 'D'), 'B': ('C', 'D', 'A'), 'C': ('D', 'B', 'A'), 'D': ('C', 'B', 'A')}","{'A': 15, 'B': 13, 'C': -4, 'D': 4}","[('A', 15), ('B', 13), ('D', 4), ('C', -4)]"
"{'A': ('B', 'C', 'D'), 'B': ('D', 'A', 'C'), 'C': ('A', 'B', 'D'), 'D': ('A', 'B', 'C')}","{'A': 0, 'B': 13, 'C': 16, 'D': -1}","[('C', 16), ('B', 13), ('A', 0), ('D', -1)]"
"{'A': ('B', 'C', 'D'), 'B': ('D', 'A', 'C'), 'C': ('A', 'B', 'D'), 'D': ('A', 'C', 'B')}","{'A': 0, 'B': 8, 'C': 21, 'D': -1}","[('C', 21), ('B', 8), ('A', 0), ('D', -1)]"
"{'A': ('B', 'C', 'D'), 'B': ('D', 'A', 'C'), 'C': ('A', 'B', 'D'), 'D': ('B', 'A', 'C')}","{'A': 15, 'B': -2, 'C': 16, 'D': -1}","[('C', 16), ('A', 15), ('D', -1), ('B', -2)]"
"{'A': ('B', 'C', 'D'), 'B': ('D', 'A', 'C'), 'C': ('A', 'B', 'D'), 'D': ('B', 'C', 'A')}","{'A': 10, 'B': -2, 'C': 21, 'D': -1}","[('C', 21), ('A', 10), ('D', -1), ('B', -2)]"
"{'A': ('B', 'C', 'D'), 'B': ('D', 'A', 'C'), 'C': ('A', 'B', 'D'), 'D': ('C', 'A', 'B')}","{'A': 15, 'B': 8, 'C': 6, 'D': -1}","[('A', 15), ('B', 8), ('C', 6), ('D', -1)]"
"{'A': ('B', 'C', 'D'), 'B': ('D', 'A', 'C'), 'C': ('A', 'B', 'D'), 'D': ('C', 'B', 'A')}","{'A': 10, 'B': 13, 'C': 6, 'D': -1}","[('B', 13), ('A', 10), ('C', 6), ('D', -1)]"
"{'A': ('B', 'C', 'D'), 'B': ('D', 'A', 'C'), 'C': ('A', 'D', 'B'), 'D': ('A', 'B', 'C')}","{'A': 0, 'B': 8, 'C': 16, 'D': 4}","[('C', 16), ('B', 8), ('D', 4), ('A', 0)]"
"{'A': ('B', 'C', 'D'), 'B': ('D', 'A', 'C'), 'C': ('A', 'D', 'B'), 'D': ('A', 'C', 'B')}","{'A': 0, 'B': 3, 'C': 21, 'D': 4}","[('C', 21), ('D', 4), ('B', 3), ('A', 0)]"
"{'A': ('B', 'C', 'D'), 'B': ('D', 'A', 'C'), 'C': ('A', 'D', 'B'), 'D': ('B', 'A', 'C')}","{'A': 15, 'B': -7, 'C': 16, 'D': 4}","[('C', 16), ('A', 15), ('D', 4), ('B', -7)]"
"{'A': ('B', 'C', 'D'), 'B': ('D', 'A', 'C'), 'C': ('A', 'D', 'B'), 'D': ('B', 'C', 'A')}","{'A': 10, 'B': -7, 'C': 21, 'D': 4}","[('C', 21), ('A', 10), ('D', 4), ('B', -7)]"
"{'A': ('B', 'C', 'D'), 'B': ('D', 'A', 'C'), 'C': ('A', 'D', 'B'), 'D': ('C', 'A', 'B')}","{'A': 15, 'B': 3, 'C': 6, 'D': 4}","[('A', 15), ('C', 6), ('D', 4), ('B', 3)]"
"{'A': ('B', 'C', 'D'), 'B': ('D', 'A', 'C'), 'C': ('A', 'D', 'B'), 'D': ('C', 'B', 'A')}","{'A': 10, 'B': 8, 'C': 6, 'D': 4}","[('A', 10), ('B', 8), ('C', 6), ('D', 4)]"
"{'A': ('B', 'C', 'D'), 'B': ('D', 'A', 'C'), 'C': ('B', 'A', 'D'), 'D': ('A', 'B', 'C')}","{'A': 15, 'B': -2, 'C': 16, 'D': -1}","[('C', 16), ('A', 15), ('D', -1), ('B', -2)]"
"{'A': ('B', 'C', 'D'), 'B': ('D', 'A', 'C'), 'C': ('B', 'A', 'D'), 'D': ('A', 'C', 'B')}","{'A': 15, 'B': -7, 'C': 21, 'D': -1}","[('C', 21), ('A', 15), ('D', -1), ('B', -7)]"
"{'A': ('B', 'C', 'D'), 'B': ('D', 'A', 'C'), 'C': ('B', 'A', 'D'), 'D': ('B', 'A', 'C')}","{'A': 30, 'B': -17, 'C': 16, 'D': -1}","[('A', 30), ('C', 16), ('D', -1), ('B', -17)]"
"{'A': ('B', 'C', 'D'), 'B': ('D', 'A', 'C'), 'C': ('B', 'A', 'D'), 'D': ('B', 'C', 'A')}","{'A': 25, 'B': -17, 'C': 21, 'D': -1}","[('A', 25), ('C', 21), ('D', -1), ('B', -17)]"
"{'A': ('B', 'C', 'D'), 'B': ('D', 'A', 'C'), 'C': ('B', 'A', 'D'), 'D': ('C', 'A', 'B')}","{'A': 30, 'B': -7, 'C': 6, 'D': -1}","[('A', 30), ('C', 6), ('D', -1), ('B', -7)]"
"{'A': ('B', 'C', 'D'), 'B': ('D', 'A', 'C'), 'C': ('B', 'A', 'D'), 'D': ('C', 'B', 'A')}","{'A': 25, 'B': -2, 'C': 6, 'D': -1}","[('A', 25), ('C', 6), ('D', -1), ('B', -2)]"
"{'A': ('B', 'C', 'D'), 'B': ('D', 'A', 'C'), 'C': ('B', 'D', 'A'), 'D': ('A', 'B', 'C')}","{'A': 10, 'B': -2, 'C': 16, 'D': 4}","[('C', 16), ('A', 10), ('D', 4), ('B', -2)]"
"{'A': ('B', 'C', 'D'), 'B': ('D', 'A', 'C'), 'C': ('B', 'D', 'A'), 'D': ('A', 'C', 'B')}","{'A': 10, 'B': -7, 'C': 21, 'D': 4}","[('C', 21), ('A', 10), ('D', 4), ('B', -7)]"
"{'A': ('B', 'C', 'D'), 'B': ('D', 'A', 'C'), 'C': ('B', 'D', 'A'), 'D': ('B', 'A', 'C')}","{'A': 25, 'B': -17, 'C': 16, 'D': 4}","[('A', 25), ('C', 16), ('D', 4), ('B', -17)]"
"{'A': ('B', 'C', 'D'), 'B': ('D', 'A', 'C'), 'C': ('B', 'D', 'A'), 'D': ('B', 'C', 'A')}","{'A': 20, 'B': -17, 'C': 21, 'D': 4}","[('C', 21), ('A', 20), ('D', 4), ('B', -17)]"
"{'A': ('B', 'C', 'D'), 'B': ('D', 'A', 'C'), 'C': ('B', 'D', 'A'), 'D': ('C', 'A', 'B')}","{'A': 25, 'B': -7, 'C': 6, 'D': 4}","[('A', 25), ('C', 6), ('D', 4), ('B', -7)]"
"{'A': ('B', 'C', 'D'), 'B': ('D', 'A', 'C'), 'C': ('B', 'D', 'A'), 'D': ('C', 'B', 'A')}","{'A': 20, 'B': -2, 'C': 6, 'D': 4}","[('A', 20), ('C', 6), ('D', 4), ('B', -2)]"
"{'A': ('B', 'C', 'D'), 'B': ('D', 'A', 'C'), 'C': ('D', 'A', 'B'), 'D': ('A', 'B', 'C')}","{'A': 15, 'B': 8, 'C': 16, 'D': -11}","[('C', 16), ('A', 15), ('B', 8), ('D', -11)]"
"{'A': ('B', 'C', 'D'), 'B': ('D', 'A', 'C'), 'C': ('D', 'A', 'B'), 'D': ('A', 'C', 'B')}","{'A': 15, 'B': 3, 'C': 21, 'D': -11}","[('C', 21), ('A', 15), ('B', 3), ('D', -11)]"
"{'A': ('B', 'C', 'D'), 'B': ('D', 'A', 'C'), 'C': ('D', 'A', 'B'), 'D': ('B', 'A', 'C')}","{'A': 30, 'B': -7, 'C': 16, 'D': -11}","[('A', 30), ('C', 16), ('B', -7), ('D', -11)]"
"{'A': ('B', 'C', 'D'), 'B': ('D', 'A', 'C'), 'C': ('D', 'A', 'B'), 'D': ('B', 'C', 'A')}","{'A': 25, 'B': -7, 'C': 21, 'D': -11}","[('A', 25), ('C', 21), ('B', -7), ('D', -11)]"
"{'A': ('B', 'C', 'D'), 'B': ('D', 'A', 'C'), 'C': ('D', 'A', 'B'), 'D': ('C', 'A', 'B')}","{'A': 30, 'B': 3, 'C': 6, 'D': -11}","[('A', 30), ('C', 6), ('B', 3), ('D', -11)]"
"{'A': ('B', 'C', 'D'), 'B': ('D', 'A', 'C'), 'C': ('D', 'A', 'B'), 'D': ('C', 'B', 'A')}","{'A': 25, 'B': 8, 'C': 6, 'D': -11}","[('A', 25), ('B', 8), ('C', 6), ('D', -11)]"
"{'A': ('B', 'C', 'D'), 'B': ('D', 'A', 'C'), 'C': ('D', 'B', 'A'), 'D': ('A', 'B', 'C')}","{'A': 10, 'B': 13, 'C': 16, 'D': -11}","[('C', 16), ('B', 13), ('A', 10), ('D', -11)]"
"{'A': ('B', 'C', 'D'), 'B': ('D', 'A', 'C'), 'C': ('D', 'B', 'A'), 'D': ('A', 'C', 'B')}","{'A': 10, 'B': 8, 'C': 21, 'D': -11}","[('C', 21), ('A', 10), ('B', 8), ('D', -11)]"
"{'A': ('B', 'C', 'D'), 'B': ('D', 'A', 'C'), 'C': ('D', 'B', 'A'), 'D': ('B', 'A', 'C')}","{'A': 25, 'B': -2, 'C': 16, 'D': -11}","[('A', 25), ('C', 16), ('B', -2), ('D', -11)]"
"{'A': ('B', 'C', 'D'), 'B': ('D', 'A', 'C'), 'C': ('D', 'B', 'A'), 'D': ('B', 'C', 'A')}","{'A': 20, 'B': -2, 'C': 21, 'D': -11}","[('C', 21), ('A', 20), ('B', -2), ('D', -11)]"
"{'A': ('B', 'C', 'D'), 'B': ('D', 'A', 'C'), 'C': ('D', 'B', 'A'), 'D': ('C', 'A', 'B')}","{'A': 25, 'B': 8, 'C': 6, 'D': -11}","[('A', 25), ('B', 8), ('C', 6), ('D', -11)]"
"{'A': ('B', 'C', 'D'), 'B': ('D', 'A', 'C'), 'C': ('D', 'B', 'A'), 'D': ('C', 'B', 'A')}","{'A': 20, 'B': 13, 'C': 6, 'D': -11}","[('A', 20), ('B', 13), ('C', 6), ('D', -11)]"
"{'A': ('B', 'C', 'D'), 'B': ('D', 'C', 'A'), 'C': ('A', 'B', 'D'), 'D': ('A', 'B', 'C')}","{'A': -5, 'B': 13, 'C': 21, 'D': -1}","[('C', 21), ('B', 13), ('D', -1), ('A', -5)]"
"{'A': ('B', 'C', 'D'), 'B': ('D', 'C', 'A'), 'C': ('A', 'B', 'D'), 'D': ('A', 'C', 'B')}","{'A': -5, 'B': 8, 'C': 26, 'D': -1}","[('C', 26), ('B', 8), ('D', -1), ('A', -5)]"
"{'A': ('B', 'C', 'D'), 'B': ('D', 'C', 'A'), 'C': ('A', 'B', 'D'), 'D': ('B', 'A', 'C')}","{'A': 10, 'B': -2, 'C': 21, 'D': -1}","[('C', 21), ('A', 10), ('D', -1), ('B', -2)]"
"{'A': ('B', 'C', 'D'), 'B': ('D', 'C', 'A'), 'C': ('A', 'B', 'D'), 'D': ('B', 'C', 'A')}","{'A': 5, 'B': -2, 'C': 26, 'D': -1}","[('C', 26), ('A', 5), ('D', -1), ('B', -2)]"
"{'A': ('B', 'C', 'D'), 'B': ('D', 'C', 'A'), 'C': ('A', 'B', 'D'), 'D': ('C', 'A', 'B')}","{'A': 10, 'B': 8, 'C': 11, 'D': -1}","[('C', 11), ('A', 10), ('B', 8), ('D', -1)]"
"{'A': ('B', 'C', 'D'), 'B': ('D', 'C', 'A'), 'C': ('A', 'B', 'D'), 'D': ('C', 'B', 'A')}","{'A': 5, 'B': 13, 'C': 11, 'D': -1}","[('B', 13), ('C', 11), ('A', 5), ('D', -1)]"
"{'A': ('B', 'C', 'D'), 'B': ('D', 'C', 'A'), 'C': ('A', 'D', 'B'), 'D': ('A', 'B', 'C')}","{'A': -5, 'B': 8, 'C': 21, 'D': 4}","[('C', 21), ('B', 8), ('D', 4), ('A', -5)]"
"{'A': ('B', 'C', 'D'), 'B': ('D', 'C', 'A'), 'C': ('A', 'D', 'B'), 'D': ('A', 'C', 'B')}","{'A': -5, 'B': 3, 'C': 26, 'D': 4}","[('C', 26), ('D', 4), ('B', 3), ('A', -5)]"
"{'A': ('B', 'C', 'D'), 'B': ('D', 'C', 'A'), 'C': ('A', 'D', 'B'), 'D': ('B', 'A', 'C')}","{'A': 10, 'B': -7, 'C': 21, 'D': 4}","[('C', 21), ('A', 10), ('D', 4), ('B', -7)]"
"{'A': ('B', 'C', 'D'), 'B': ('D', 'C', 'A'), 'C': ('A', 'D', 'B'), 'D': ('B', 'C', 'A')}","{'A': 5, 'B': -7, 'C': 26, 'D': 4}","[('C', 26), ('A', 5), ('D', 4), ('B', -7)]"
"{'A': ('B', 'C', 'D'), 'B': ('D', 'C', 'A'), 'C': ('A', 'D', 'B'), 'D': ('C', 'A', 'B')}","{'A': 10, 'B': 3, 'C': 11, 'D': 4}","[('C', 11), ('A', 10), ('D', 4), ('B', 3)]"
"{'A': ('B', 'C', 'D'), 'B': ('D', 'C', 'A'), 'C': ('A', 'D', 'B'), 'D': ('C', 'B', 'A')}","{'A': 5, 'B': 8, 'C': 11, 'D': 4}","[('C', 11), ('B', 8), ('A', 5), ('D', 4)]"
"{'A': ('B', 'C', 'D'), 'B': ('D', 'C', 'A'), 'C': ('B', 'A', 'D'), 'D': ('A', 'B', 'C')}","{'A': 10, 'B': -2, 'C': 21, 'D': -1}","[('C', 21), ('A', 10), ('D', -1), ('B', -2)]"
"{'A': ('B', 'C', 'D'), 'B': ('D', 'C', 'A'), 'C': ('B', 'A', 'D'), 'D': ('A', 'C', 'B')}","{'A': 10, 'B': -7, 'C': 26, 'D': -1}","[('C', 26), ('A', 10), ('D', -1), ('B', -7)]"
"{'A': ('B', 'C', 'D'), 'B': ('D', 'C', 'A'), 'C': ('B', 'A', 'D'), 'D': ('B', 'A', 'C')}","{'A': 25, 'B': -17, 'C': 21, 'D': -1}","[('A', 25), ('C', 21), ('D', -1), ('B', -17)]"
"{'A': ('B', 'C', 'D'), 'B': ('D', 'C', 'A'), 'C': ('B', 'A', 'D'), 'D': ('B', 'C', 'A')}","{'A': 20, 'B': -17, 'C': 26, 'D': -1}","[('C', 26), ('A', 20), ('D', -1), ('B', -17)]"
"{'A': ('B', 'C', 'D'), 'B': ('D', 'C', 'A'), 'C': ('B', 'A', 'D'), 'D': ('C', 'A', 'B')}","{'A': 25, 'B': -7, 'C': 11, 'D': -1}","[('A', 25), ('C', 11), ('D', -1), ('B', -7)]"
"{'A': ('B', 'C', 'D'), 'B': ('D', 'C', 'A'), 'C': ('B', 'A', 'D'), 'D': ('C', 'B', 'A')}","{'A': 20, 'B': -2, 'C': 11, 'D': -1}","[('A', 20), ('C', 11), ('D', -1), ('B', -2)]"
"{'A': ('B', 'C', 'D'), 'B': ('D', 'C', 'A'), 'C': ('B', 'D', 'A'), 'D': ('A', 'B', 'C')}","{'A': 5, 'B': -2, 'C': 21, 'D': 4}","[('C', 21), ('A', 5), ('D', 4), ('B', -2)]"
"{'A': ('B', 'C', 'D'), 'B': ('D', 'C', 'A'), 'C': ('B', 'D', 'A'), 'D': ('A', 'C', 'B')}","{'A': 5, 'B': -7, 'C': 26, 'D': 4}","[('C', 26), ('A', 5), ('D', 4), ('B', -7)]"
"{'A': ('B', 'C', 'D'), 'B': ('D', 'C', 'A'), 'C': ('B', 'D', 'A'), 'D': ('B', 'A', 'C')}","{'A': 20, 'B': -17, 'C': 21, 'D': 4}","[('C', 21), ('A', 20), ('D', 4), ('B', -17)]"
"{'A': ('B', 'C', 'D'), 'B': ('D', 'C', 'A'), 'C': ('B', 'D', 'A'), 'D': ('B', 'C', 'A')}","{'A': 15, 'B': -17, 'C': 26, 'D': 4}","[('C', 26), ('A', 15), ('D', 4), ('B', -17)]"
"{'A': ('B', 'C', 'D'), 'B': ('D', 'C', 'A'), 'C': ('B', 'D', 'A'), 'D': ('C', 'A', 'B')}","{'A': 20, 'B': -7, 'C': 11, 'D': 4}","[('A', 20), ('C', 11), ('D', 4), ('B', -7)]"
"{'A': ('B', 'C', 'D'), 'B': ('D', 'C', 'A'), 'C': ('B', 'D', 'A'), 'D': ('C', 'B', 'A')}","{'A': 15, 'B': -2, 'C': 11, 'D': 4}","[('A', 15), ('C', 11), ('D', 4), ('B', -2)]"
"{'A': ('B', 'C', 'D'), 'B': ('D', 'C', 'A'), 'C': ('D', 'A', 'B'), 'D': ('A', 'B', 'C')}","{'A': 10, 'B': 8, 'C': 21, 'D': -11}","[('C', 21), ('A', 10), ('B', 8), ('D', -11)]"
